body data [! GSX1 PS=1,2,0
4
x-location
y-location
z-location
facies
          36          24  0            0
          37          24  0            0
          38          24  0            0
          39          24  0            0
          40          24  0            0
          41          24  0            0
          42          24  0            0
          43          24  0            0
          44          24  0            0
          45          24  0            0
          46          24  0            0
          47          24  0            0
          48          24  0            0
          49          24  0            0
          50          24  0            0
          51          24  0            0
          52          24  0            0
          53          24  0            0
          54          24  0            0
          36          25  0            0
          37          25  0            0
          38          25  0            0
          39          25  0            0
          40          25  0            0
          41          25  0            0
          42          25  0            0
          43          25  0            0
          44          25  0            0
          45          25  0            0
          46          25  0            0
          47          25  0            0
          48          25  0            0
          49          25  0            0
          50          25  0            0
          51          25  0            0
          52          25  0            0
          53          25  0            0
          54          25  0            0
          36          26  0            1
          37          26  0            0
          38          26  0            0
          39          26  0            0
          40          26  0            0
          41          26  0            0
          42          26  0            0
          43          26  0            0
          44          26  0            0
          45          26  0            0
          46          26  0            0
          47          26  0            0
          48          26  0            0
          49          26  0            0
          50          26  0            0
          51          26  0            0
          52          26  0            0
          53          26  0            0
          54          26  0            0
          36          27  0            1
          37          27  0            1
          38          27  0            1
          39          27  0            1
          40          27  0            1
          41          27  0            0
          42          27  0            0
          43          27  0            0
          44          27  0            0
          45          27  0            0
          46          27  0            0
          47          27  0            0
          48          27  0            0
          49          27  0            0
          50          27  0            0
          51          27  0            0
          52          27  0            0
          53          27  0            0
          54          27  0            0
          36          28  0            1
          37          28  0            1
          38          28  0            1
          39          28  0            1
          40          28  0            1
          41          28  0            1
          42          28  0            1
          43          28  0            1
          44          28  0            1
          45          28  0            1
          46          28  0            0
          47          28  0            0
          48          28  0            0
          49          28  0            0
          50          28  0            0
          51          28  0            0
          52          28  0            0
          53          28  0            0
          54          28  0            0
          36          29  0            1
          37          29  0            1
          38          29  0            1
          39          29  0            1
          40          29  0            1
          41          29  0            1
          42          29  0            1
          43          29  0            1
          44          29  0            1
          45          29  0            1
          46          29  0            1
          47          29  0            1
          48          29  0            1
          49          29  0            1
          50          29  0            1
          51          29  0            1
          52          29  0            1
          53          29  0            1
          54          29  0            0
          36          30  0            1
          37          30  0            1
          38          30  0            1
          39          30  0            1
          40          30  0            1
          41          30  0            1
          42          30  0            1
          43          30  0            1
          44          30  0            1
          45          30  0            1
          46          30  0            1
          47          30  0            1
          48          30  0            1
          49          30  0            1
          50          30  0            1
          51          30  0            1
          52          30  0            1
          53          30  0            1
          54          30  0            1
          36          31  0            1
          37          31  0            1
          38          31  0            1
          39          31  0            1
          40          31  0            1
          41          31  0            1
          42          31  0            1
          43          31  0            1
          44          31  0            1
          45          31  0            1
          46          31  0            1
          47          31  0            1
          48          31  0            1
          49          31  0            1
          50          31  0            1
          51          31  0            1
          52          31  0            1
          53          31  0            1
          54          31  0            1
          36          32  0            1
          37          32  0            1
          38          32  0            1
          39          32  0            1
          40          32  0            1
          41          32  0            1
          42          32  0            1
          43          32  0            1
          44          32  0            1
          45          32  0            1
          46          32  0            1
          47          32  0            1
          48          32  0            1
          49          32  0            1
          50          32  0            1
          51          32  0            1
          52          32  0            1
          53          32  0            1
          54          32  0            1
          36          33  0            1
          37          33  0            1
          38          33  0            1
          39          33  0            1
          40          33  0            1
          41          33  0            1
          42          33  0            1
          43          33  0            1
          44          33  0            1
          45          33  0            1
          46          33  0            1
          47          33  0            1
          48          33  0            1
          49          33  0            1
          50          33  0            1
          51          33  0            1
          52          33  0            1
          53          33  0            1
          54          33  0            1
          36          34  0            0
          37          34  0            1
          38          34  0            1
          39          34  0            1
          40          34  0            1
          41          34  0            1
          42          34  0            1
          43          34  0            1
          44          34  0            1
          45          34  0            1
          46          34  0            1
          47          34  0            1
          48          34  0            1
          49          34  0            1
          50          34  0            1
          51          34  0            1
          52          34  0            1
          53          34  0            1
          54          34  0            1
          36          35  0            0
          37          35  0            0
          38          35  0            1
          39          35  0            1
          40          35  0            1
          41          35  0            1
          42          35  0            1
          43          35  0            1
          44          35  0            1
          45          35  0            1
          46          35  0            1
          47          35  0            1
          48          35  0            1
          49          35  0            1
          50          35  0            1
          51          35  0            1
          52          35  0            1
          53          35  0            1
          54          35  0            1
          36          36  0            0
          37          36  0            0
          38          36  0            0
          39          36  0            1
          40          36  0            1
          41          36  0            1
          42          36  0            1
          43          36  0            1
          44          36  0            1
          45          36  0            1
          46          36  0            0
          47          36  0            0
          48          36  0            0
          49          36  0            1
          50          36  0            0
          51          36  0            0
          52          36  0            0
          53          36  0            1
          54          36  0            1
          36          37  0            0
          37          37  0            0
          38          37  0            0
          39          37  0            0
          40          37  0            1
          41          37  0            1
          42          37  0            1
          43          37  0            1
          44          37  0            1
          45          37  0            1
          46          37  0            1
          47          37  0            0
          48          37  0            0
          49          37  0            0
          50          37  0            0
          51          37  0            0
          52          37  0            0
          53          37  0            0
          54          37  0            0
          36          38  0            0
          37          38  0            0
          38          38  0            0
          39          38  0            0
          40          38  0            1
          41          38  0            1
          42          38  0            1
          43          38  0            1
          44          38  0            1
          45          38  0            1
          46          38  0            1
          47          38  0            0
          48          38  0            0
          49          38  0            0
          50          38  0            0
          51          38  0            0
          52          38  0            0
